Missing data from input file Neestimator_2019.txt.

Possible four types of missing data at a locus:
	1. Genotype contains only zeros or partially scored.
	2. Genotype has less digits than normal one.
	3. Genotype has more digits than normal one.
	4. Genotype contains non-digit character.
Types 3 and 4 stop the program.

In the table, each row is for an individual with missing data
(a) If column 'Locus' has only one number, then it is the first
    locus with missing data and also of highest missing data type.
(b) If column 'Locus' has 2 numbers, then the first number is
    the first locus with data missing, and the second number is
    the first locus that has highest missing data type.
(c) Genotype column contains the genotype of the locus in case (a)
    or the second locus in case (b).

Population 1 [PM_BAD_001]
-----------------------------------------------------------
Individual       Locus         Genotype     Number of Loci
-----------------------------------------------------------
Total missing data for population    5:        45982

Population 6 [PM_CHE_058]
-----------------------------------------------------------
Individual       Locus         Genotype     Number of Loci
                                          with missing data
       1            4             0000           553
       2            4             0000           557
       3            4             0000           552
       4            4             0000           547
       5            4             0000           557
       6            4             0000           566
       7            4             0000           560
       8            4             0000           533
       9            4             0000           528
      10            4             0000           532
      11            4             0000           536
      12            4             0000           545
      13            4             0000           534
      14            4             0000           570
      15            4             0000           535
      16            4             0000           542
      17            4             0000           531
      18            4             0000           526
      19            4             0000           524
      20            4             0000           539
      21            4             0000           534
      22            4             0000           528
      23            4             0000           521
      24            4             0000           545
      25            4             0000           528
      26            4             0000           536
      27            4             0000           527
      28            4             0000           533
      29            4             0000           526
      30            4             0000           529
      31            4             0000           530
      32            4             0000           539
      33            4             0000           520
      34            4             0000           522
      35            4             0000           539
      36            4             0000           526
      37            4             0000           534
      38            4             0000           531
      39            4             0000           522
      40            4             0000           527
      41            4             0000           535
      42            4             0000           547
      43            4             0000           540
      44            4             0000           532
      45            4             0000           538
      46            4             0000           538
      47            4             0000           539
      48            4             0000           538
      49            4             0000           531
      50            4             0000           525
      51            4             0000           532
-----------------------------------------------------------
Total missing data for population    6:        27359

Population 7 [PM_EAG_001]
-----------------------------------------------------------
Individual       Locus         Genotype     Number of Loci
                                          with missing data
       1           12             0000           380
       2           12             0000           263
       3           12             0000           240
       4           12             0000           261
       5           12             0000           258
       6           12             0000           263
       7           12             0000           256
       8           12             0000           271
       9           12             0000           256
      10           12             0000           238
      11           12             0000           255
      12           12             0000           239
      13           12             0000           243
      14            2             0000          1102
      15           12             0000           252
      16           12             0000           253
      17           12             0000           246
      18           12             0000           234
      19           12             0000           249
      20            2             0000          1001
      21           12             0000           236
-----------------------------------------------------------
Total missing data for population    7:         6996

Population 8 [PM_FOR_001]
-----------------------------------------------------------
Individual       Locus         Genotype     Number of Loci
                                          with missing data
       1           90             0000           130
       2           23             0000           140
       3           76             0000           134
       4           90             0000           135
       5           23             0000           121
       6            1             0000           115
       7           40             0000           141
       8           23             0000           109
       9           52             0000           149
      10           90             0000           106
      11            3             0000           183
      12           34             0000           158
      13           90             0000           175
      14           12             0000           299
      15           25             0000           163
      16           90             0000           185
      17           25             0000           180
      18           90             0000           147
      19           90             0000           198
      20           90             0000           219
      21           90             0000           239
      22           68             0000           351
      23           90             0000           162
      24            2             0000           508
      25           90             0000           131
      26           69             0000           138
      27            9             0000           217
      28            2             0000           474
      29           15             0000           344
      30           33             0000           110
      31           33             0000           122
      32           90             0000           143
      33           39             0000           157
      34           15             0000           144
      35           15             0000           253
      36           15             0000           201
      37           90             0000           102
      38           90             0000           126
      39           90             0000           127
      40           15             0000           239
      41           15             0000           140
      42            7             0000           189
      43           33             0000           165
      44           90             0000           197
      45            2             0000           235
      46           22             0000           151
      47           90             0000           149
      48           46             0000           191
      49           90             0000           116
      50           75             0000           143
      51           15             0000           259
      52           15             0000           227
      53           12             0000           272
      54           90             0000           150
      55           90             0000           143
      56           39             0000           129
      57           33             0000           212
      58           15             0000           363
      59            2             0000          1155
      60            2             0000           266
      61           90             0000           103
      62           90             0000           124
      63           22             0000           126
      64           90             0000           151
      65           90             0000           111
      66           15             0000           292
      67           33             0000           109
      68           15             0000           152
      69           90             0000           174
      70           90             0000           132
      71           39             0000           168
      72           90             0000           159
      73           15             0000           146
      74           90             0000           164
      75           90             0000           102
      76           90             0000           140
      77           49             0000           147
      78           69             0000           157
      79           90             0000           179
      80           90             0000           134
      81           90             0000           118
      82            2             0000           199
      83           15             0000           140
      84           42             0000           128
      85           90             0000           123
      86           90             0000           120
      87           40             0000           141
      88           90             0000           120
      89           23             0000           126
      90           15             0000           342
      91           15             0000           254
      92           90             0000           171
      93           22             0000           133
      94           90             0000           157
      95           49             0000           150
      96           15             0000           136
      97           52             0000           120
      98           15             0000           177
      99           90             0000           125
     100           15             0000           188
     101           73             0000           140
     102           90             0000           243
     103           15             0000           253
     104           11             0000           263
     105           15             0000           267
     106           11             0000           356
     107           11             0000           467
     108           50             0000           281
     109            2             0000           341
     110           88             0000           218
     111           15             0000           302
     112           15             0000           272
     113           15             0000           218
     114           75             0000           271
     115           90             0000           180
     116           21             0000           269
     117           52             0000           164
     118            7             0000           237
     119           15             0000           223
     120           15             0000           303
     121           11             0000           338
     122            7             0000           468
-----------------------------------------------------------
Total missing data for population    8:        24539

Population 9 [PM_MAI_001]
-----------------------------------------------------------
Individual       Locus         Genotype     Number of Loci
                                          with missing data
       1            4             0000           418
       2            4             0000           382
       3            4             0000           493
       4            4             0000           388
       5            4             0000           409
       6            4             0000           390
       7            4             0000           377
       8            4             0000           382
       9            4             0000           385
      10            4             0000           393
      11            4             0000           381
      12            4             0000           387
      13            4             0000           404
      14            4             0000           383
      15            4             0000           382
      16            4             0000           382
      17            4             0000           394
      18            4             0000           398
      19            4             0000           411
      20            3             0000           547
      21            4             0000           409
      22            4             0000           381
      23            4             0000           397
      24            4             0000           404
      25            4             0000           399
      26            4             0000           420
      27            1             0000          3019
      28            4             0000           400
      29            4             0000           424
      30            4             0000           456
-----------------------------------------------------------
Total missing data for population    9:        14795

Population 10 [PM_MAN_001]
-----------------------------------------------------------
Individual       Locus         Genotype     Number of Loci
                                          with missing data
       1           56             0000            74
       2           62             0000            84
       3           17             0000            77
       4            2             0000           101
       5           93             0000            76
       6           49             0000           120
       7           93             0000            81
       8           39             0000            79
       9           93             0000            69
      10           39             0000            76
      11           52             0000            81
      12           93             0000            75
      13           93             0000            83
      14           38             0000            74
      15           42             0000            77
      16           93             0000            93
      17           11             0000            80
      18           93             0000            60
      19           50             0000            71
      20           93             0000            96
      21           93             0000            70
      22           93             0000            89
      23           93             0000            83
      24           22             0000            74
      25           50             0000            84
      26           93             0000            99
      27            9             0000            95
      28           75             0000            91
      29           39             0000            77
      30           88             0000            83
      31           49             0000            86
      32           39             0000            79
      33           93             0000            95
      34           39             0000            93
      35            8             0000           156
      36           15             0000           275
      37            8             0000           102
      38           52             0000           134
      39           40             0000           142
      40            7             0000           159
      41           39             0000           128
      42           33             0000           126
      43           16             0000           106
      44           39             0000           183
      45           69             0000           150
      46           38             0000           142
      47           60             0000           137
      48           93             0000           127
      49           50             0000           125
      50           40             0000           150
      51           17             0000           167
      52            9             0000           156
      53           93             0000           133
      54            8             0000           128
      55           10             0000            90
      56           93             0000           102
      57           50             0000           112
      58           33             0000           102
      59           22             0000           115
      60            7             0000           126
      61           22             0000           157
      62           52             0000            98
      63           37             0000           172
      64           93             0000           104
      65            7             0000            86
      66           10             0000           157
      67           34             0000           123
      68           33             0000           136
      69           23             0000            97
      70           23             0000           119
      71           39             0000           110
      72           50             0000           108
      73           16             0000            94
      74           93             0000            98
      75           93             0000            92
      76           49             0000            92
      77           52             0000            98
      78           16             0000           133
      79           17             0000           283
      80           23             0000            82
      81           58             0000            91
      82            9             0000           106
      83           75             0000           128
      84           33             0000            90
      85           93             0000           101
      86           43             0000           107
      87           25             0000           122
      88           37             0000           115
      89            2             0000           108
      90           34             0000            83
      91           93             0000           102
      92           52             0000           157
      93           39             0000           113
      94           70             0000           113
      95           52             0000           103
      96           93             0000           113
      97           93             0000            91
      98           56             0000            87
      99           93             0000            90
     100            9             0000            99
     101           75             0000            93
     102           39             0000           140
     103           12             0000           178
     104           17             0000           120
     105           22             0000           105
     106           33             0000           116
     107           33             0000            88
     108           49             0000           101
     109           22             0000            90
     110           34             0000           108
     111           93             0000           117
     112           93             0000           118
     113           39             0000           121
     114           93             0000           140
     115            8             0000           102
     116           39             0000           118
     117           52             0000           105
     118           52             0000           103
     119           93             0000           111
     120            9             0000           107
     121           25             0000           103
     122           39             0000           131
     123           93             0000           114
     124           25             0000           155
     125           11             0000           101
     126           40             0000           120
     127           10             0000            98
     128           38             0000           151
     129            7             0000            97
     130           93             0000           103
     131           93             0000            92
     132           25             0000           133
     133           93             0000           102
     134           15             0000           129
     135           69             0000           107
     136           93             0000           102
     137           38             0000           105
     138           22             0000            91
     139           93             0000            99
     140           15             0000           170
     141           93             0000           110
     142           39             0000           138
     143           70             0000           105
     144           39             0000           107
     145           22             0000           133
     146           16             0000           171
     147           25             0000           109
     148           93             0000           130
     149           48             0000           110
     150           70             0000           152
     151            8             0000           152
     152           93             0000           114
     153           29             0000           153
     154           13             0000           124
     155           40             0000            91
     156           70             0000           114
     157           19             0000           196
     158           39             0000           135
     159           47             0000           102
     160           39             0000           119
     161            1             0000           138
     162           16             0000           105
     163           17             0000           108
     164           37             0000           162
     165           25             0000            97
     166           25             0000           128
     167           32             0000           144
     168           16             0000           123
     169           52             0000           110
     170           93             0000            92
     171           93             0000           113
     172           33             0000           113
     173           93             0000            99
     174           93             0000           143
     175           93             0000           135
     176           75             0000           122
     177           85             0000           128
     178            2             0000          1193
     179           22             0000           120
     180           13             0000           133
     181           60             0000           142
     182           93             0000           140
     183           12             0000           266
     184           38             0000           155
     185           38             0000           125
-----------------------------------------------------------
Total missing data for population   10:        22439

Population 11 [PM_MIR_003]
-----------------------------------------------------------
Individual       Locus         Genotype     Number of Loci
                                          with missing data
       1            4             0000           127
       2            4             0000           130
       3            4             0000           240
       4            4             0000           145
       5            4             0000           142
       6            4             0000           137
       7            4             0000           126
       8            4             0000           133
       9            4             0000           115
      10            4             0000           121
      11            4             0000           138
      12            4             0000           117
      13            4             0000           123
      14            4             0000           159
      15            4             0000           131
      16            4             0000           140
      17            4             0000           155
      18            4             0000           144
      19            4             0000           126
      20            4             0000           120
      21            4             0000           190
      22            4             0000           108
      23            4             0000           111
      24            4             0000           145
      25            4             0000           117
      26            4             0000           133
      27            4             0000           197
      28            4             0000           124
      29            4             0000           156
      30            4             0000           111
      31            4             0000           186
      32            4             0000           109
      33            4             0000           111
      34            4             0000           150
      35            4             0000           109
      36            4             0000           129
      37            4             0000           130
      38            4             0000           106
      39            4             0000           115
      40            4             0000           112
      41            4             0000           143
      42            4             0000           112
      43            4             0000           114
      44            4             0000           174
      45            4             0000           106
      46            4             0000           111
      47            4             0000           122
      48            4             0000           125
      49            4             0000           123
      50            4             0000           176
      51            4             0000           109
      52            4             0000            96
      53            4             0000           118
      54            4             0000           112
      55            4             0000           115
      56            4             0000           126
      57            4             0000           101
      58            4             0000           146
      59            4             0000           124
      60            4             0000           112
      61            4             0000           117
      62            4             0000           137
      63            4             0000           130
      64            4             0000           137
      65            4             0000           125
      66            4             0000           245
      67            4             0000           120
      68            4             0000           128
      69            4             0000           125
      70            4             0000           138
      71            4             0000           194
      72            4             0000           115
      73            4             0000           137
      74            4             0000           105
      75            4             0000           118
      76            4             0000           123
      77            4             0000           131
      78            2             0000           210
      79            4             0000           131
      80            4             0000           112
      81            4             0000           154
      82            4             0000           122
      83            4             0000           126
      84            4             0000           146
      85            4             0000           139
      86            4             0000           142
      87            4             0000           118
      88            4             0000           155
      89            4             0000           108
      90            4             0000           125
      91            4             0000           135
      92            4             0000           145
      93            4             0000           125
      94            4             0000           125
