scaf_00001	166330	166331	->	27	213668	213669
scaf_00001	166354	166355	->	27	213692	213693
scaf_00001	166356	166357	->	27	213694	213695
scaf_00001	166384	166385	->	27	213722	213723
scaf_00001	166401	166402	->	27	213739	213740
scaf_00001	166408	166409	->	27	213746	213747
scaf_00001	166493	166494	->	27	213831	213832
scaf_00001	166541	166542	->	27	213878	213879
scaf_00001	166547	166548	->	27	213884	213885
scaf_00001	166656	166657	->	27	213993	213994
scaf_00001	166669	166670	->	27	214006	214007
scaf_00001	166746	166747	->	27	214083	214084
scaf_00001	166752	166753	->	27	214089	214090
scaf_00001	166762	166763	->	27	214099	214100
scaf_00001	321468	321469	->	27	387939	387940
scaf_00001	321555	321556	->	27	388026	388027
scaf_00001	321556	321557	->	27	388027	388028
scaf_00001	321612	321613	->	27	388083	388084
scaf_00001	321623	321624	->	27	388094	388095
scaf_00001	321636	321637	->	27	388107	388108
scaf_00001	321659	321660	->	27	388130	388131
scaf_00001	321660	321661	->	27	388131	388132
scaf_00001	321661	321662	->	27	388132	388133
scaf_00001	321672	321673	->	27	388143	388144
scaf_00001	321748	321749	->	27	388219	388220
scaf_00001	321753	321754	->	27	388224	388225
scaf_00001	321763	321764	->	27	388234	388235
scaf_00001	321771	321772	->	27	388242	388243
scaf_00001	321776	321777	->	27	388247	388248
scaf_00001	321777	321778	->	27	388248	388249
scaf_00001	321786	321787	->	27	388257	388258
scaf_00001	321796	321797	->	27	388267	388268
scaf_00001	321829	321830	->	27	388300	388301
scaf_00001	321833	321834	->	27	388304	388305
scaf_00001	321862	321863	->	27	388333	388334
scaf_00001	321907	321908	->	27	388378	388379
scaf_00001	321958	321959	->	27	388429	388430
scaf_00001	321979	321980	->	27	388450	388451
scaf_00001	321982	321983	->	27	388453	388454
scaf_00001	322057	322058	->	27	388528	388529
scaf_00001	322099	322100	->	27	388570	388571
scaf_00001	322156	322157	->	27	388627	388628
scaf_00001	322199	322200	->	27	388670	388671
scaf_00001	322204	322205	->	27	388675	388676
scaf_00001	322235	322236	->	27	388706	388707
scaf_00001	322239	322240	->	27	388710	388711
scaf_00001	322246	322247	->	27	388717	388718
scaf_00001	322251	322252	->	27	388722	388723
scaf_00001	322252	322253	->	27	388723	388724
scaf_00001	322253	322254	->	27	388724	388725
scaf_00001	322297	322298	->	27	388768	388769
scaf_00001	322299	322300	->	27	388770	388771
scaf_00001	322322	322323	->	27	388793	388794
scaf_00001	322332	322333	->	27	388803	388804
scaf_00001	322361	322362	->	27	388832	388833
scaf_00001	396308	396309	->	27	463423	463424
scaf_00001	396326	396327	->	27	463441	463442
scaf_00001	396380	396381	->	27	463495	463496
scaf_00001	396384	396385	->	27	463499	463500
scaf_00001	781898	781899	->	27	833159	833160
scaf_00001	781907	781908	->	27	833168	833169
scaf_00001	781908	781909	->	27	833169	833170
scaf_00001	781976	781977	->	27	833237	833238
scaf_00001	781985	781986	->	27	833246	833247
scaf_00001	781998	781999	->	27	833259	833260
scaf_00001	781999	782000	->	27	833260	833261
scaf_00001	782002	782003	->	27	833263	833264
scaf_00001	782004	782005	->	27	833265	833266
scaf_00001	782009	782010	->	27	833270	833271
scaf_00001	782014	782015	->	27	833275	833276
scaf_00001	782019	782020	->	27	833280	833281
scaf_00001	782061	782062	->	27	833322	833323
scaf_00001	782116	782117	->	27	833377	833378
scaf_00001	782118	782119	->	27	833379	833380
scaf_00001	782134	782135	->	27	833395	833396
scaf_00001	782150	782151	->	27	833411	833412
scaf_00001	782183	782184	->	27	833444	833445
scaf_00001	782198	782199	->	27	833459	833460
scaf_00001	782223	782224	->	27	833484	833485
scaf_00001	782235	782236	->	27	833496	833497
scaf_00001	782280	782281	->	27	833541	833542
scaf_00001	782283	782284	->	27	833544	833545
scaf_00001	782319	782320	->	27	833580	833581
scaf_00001	782327	782328	->	27	833588	833589
scaf_00001	782332	782333	->	27	833593	833594
scaf_00001	782359	782360	->	27	833620	833621
scaf_00001	782388	782389	->	27	833649	833650
scaf_00001	782423	782424	->	27	833684	833685
scaf_00001	782435	782436	->	27	833696	833697
scaf_00001	1210464	1210465	->	27	1261408	1261409
scaf_00001	1210469	1210470	->	27	1261413	1261414
scaf_00001	1210526	1210527	->	27	1261470	1261471
scaf_00001	1210586	1210587	->	27	1261530	1261531
scaf_00001	1210862	1210863	->	27	1261806	1261807
scaf_00001	1368835	1368836	->	27	1430620	1430621
scaf_00001	1368876	1368877	->	27	1430661	1430662
scaf_00001	1368892	1368893	->	27	1430677	1430678
scaf_00001	1368918	1368919	->	27	1430703	1430704
scaf_00001	1368934	1368935	->	27	1430719	1430720
scaf_00001	1368997	1368998	->	27	1430783	1430784
scaf_00001	1369017	1369018	->	27	1430803	1430804
scaf_00001	1369035	1369036	->	27	1430821	1430822
scaf_00001	1369084	1369085	->	27	1430870	1430871
scaf_00001	1369104	1369105	->	27	1430890	1430891
scaf_00001	1369105	1369106	->	27	1430891	1430892
scaf_00001	1369173	1369174	->	27	1430959	1430960
scaf_00001	1369189	1369190	->	27	1430975	1430976
scaf_00001	1369285	1369286	->	27	1431071	1431072
scaf_00001	1369289	1369290	->	27	1431075	1431076
scaf_00001	1369299	1369300	->	27	1431085	1431086
scaf_00001	1369302	1369303	->	27	1431088	1431089
scaf_00001	1369317	1369318	->	27	1431103	1431104
scaf_00001	1369327	1369328	->	27	1431113	1431114
scaf_00001	1369344	1369345	->	27	1431130	1431131
